"region";"hushållstyp";"ålder";"Medelvärde,  tkr 2015";"Medianvärde, tkr 2015"
"2062 Mora";"samtliga hushåll";"30-49 år";460.5;448.7
"2062 Mora";"samtliga hushåll";"50-64 år";468.4;415.4
"2062 Mora";"samtliga hushåll";"65+ år";291.1;225.9
"2062 Mora";"samtliga hushåll";"65-79 år";324.6;263.7
"2062 Mora";"samtliga hushåll";"80+ år";208.7;154.1
"2080 Falun";"samtliga hushåll";"18+ år";424.1;337.3
"2080 Falun";"samtliga hushåll";"18-29 år";281.7;231.7
"2080 Falun";"samtliga hushåll";"30-49 år";484.9;458.8
"2080 Falun";"samtliga hushåll";"50-64 år";534.2;456.7
"2080 Falun";"samtliga hushåll";"65+ år";329.8;240.1
"2080 Falun";"samtliga hushåll";"65-79 år";373.7;281.7
"2080 Falun";"samtliga hushåll";"80+ år";224.8;162.7
"2081 Borlänge";"samtliga hushåll";"18+ år";379.2;311.1
"2081 Borlänge";"samtliga hushåll";"18-29 år";290.1;248.1
"2081 Borlänge";"samtliga hushåll";"30-49 år";446.0;411.5
"2081 Borlänge";"samtliga hushåll";"50-64 år";465.6;419.2
"2081 Borlänge";"samtliga hushåll";"65+ år";279.3;222.3
"2081 Borlänge";"samtliga hushåll";"65-79 år";312.2;264.1
"2081 Borlänge";"samtliga hushåll";"80+ år";206.6;155.6
"2082 Säter";"samtliga hushåll";"18+ år";407.0;342.8
"2082 Säter";"samtliga hushåll";"18-29 år";348.6;309.6
"2082 Säter";"samtliga hushåll";"30-49 år";514.7;473.0
"2082 Säter";"samtliga hushåll";"50-64 år";470.2;435.3
"2082 Säter";"samtliga hushåll";"65+ år";280.0;227.9
"2082 Säter";"samtliga hushåll";"65-79 år";311.6;266.5
"2082 Säter";"samtliga hushåll";"80+ år";198.8;150.8
"2083 Hedemora";"samtliga hushåll";"18+ år";363.7;301.9
"2083 Hedemora";"samtliga hushåll";"18-29 år";284.8;247.8
"2083 Hedemora";"samtliga hushåll";"30-49 år";438.7;413.1
"2083 Hedemora";"samtliga hushåll";"50-64 år";435.5;396.8
"2083 Hedemora";"samtliga hushåll";"65+ år";273.9;208.0
"2083 Hedemora";"samtliga hushåll";"65-79 år";312.1;255.4
"2083 Hedemora";"samtliga hushåll";"80+ år";187.6;148.5
"2084 Avesta";"samtliga hushåll";"18+ år";368.5;301.1
"2084 Avesta";"samtliga hushåll";"18-29 år";286.3;248.1
"2084 Avesta";"samtliga hushåll";"30-49 år";439.8;413.8
"2084 Avesta";"samtliga hushåll";"50-64 år";460.6;406.9
"2084 Avesta";"samtliga hushåll";"65+ år";268.5;217.6
"2084 Avesta";"samtliga hushåll";"65-79 år";302.1;254.0
"2084 Avesta";"samtliga hushåll";"80+ år";196.8;156.8
"2085 Ludvika";"samtliga hushåll";"18+ år";359.1;294.1
"2085 Ludvika";"samtliga hushåll";"18-29 år";290.0;259.4
"2085 Ludvika";"samtliga hushåll";"30-49 år";428.0;398.2
"2085 Ludvika";"samtliga hushåll";"50-64 år";439.0;398.3
"2085 Ludvika";"samtliga hushåll";"65+ år";268.4;208.9
"2085 Ludvika";"samtliga hushåll";"65-79 år";301.1;251.4
"2085 Ludvika";"samtliga hushåll";"80+ år";203.0;155.2
"2101 Ockelbo";"samtliga hushåll";"18+ år";355.9;288.1
"2101 Ockelbo";"samtliga hushåll";"18-29 år";275.9;230.0
"2101 Ockelbo";"samtliga hushåll";"30-49 år";434.4;404.0
"2101 Ockelbo";"samtliga hushåll";"50-64 år";437.0;384.2
"2101 Ockelbo";"samtliga hushåll";"65+ år";259.7;196.8
"2101 Ockelbo";"samtliga hushåll";"65-79 år";292.9;249.5
"2101 Ockelbo";"samtliga hushåll";"80+ år";177.4;144.1
"2104 Hofors";"samtliga hushåll";"18+ år";356.5;303.3
"2104 Hofors";"samtliga hushåll";"18-29 år";275.4;245.6
"2104 Hofors";"samtliga hushåll";"30-49 år";440.9;431.8
"2104 Hofors";"samtliga hushåll";"50-64 år";424.7;402.5
"2104 Hofors";"samtliga hushåll";"65+ år";266.1;220.5
"2104 Hofors";"samtliga hushåll";"65-79 år";305.0;276.8
"2104 Hofors";"samtliga hushåll";"80+ år";188.4;152.2
"2121 Ovanåker";"samtliga hushåll";"18+ år";347.3;286.1
"2121 Ovanåker";"samtliga hushåll";"18-29 år";286.7;238.4
"2121 Ovanåker";"samtliga hushåll";"30-49 år";422.3;424.1
"2121 Ovanåker";"samtliga hushåll";"50-64 år";430.7;403.7
"2121 Ovanåker";"samtliga hushåll";"65+ år";252.5;193.6
"2121 Ovanåker";"samtliga hushåll";"65-79 år";280.5;234.5
"2121 Ovanåker";"samtliga hushåll";"80+ år";190.5;146.4
"2132 Nordanstig";"samtliga hushåll";"18+ år";357.5;299.9
"2132 Nordanstig";"samtliga hushåll";"18-29 år";320.3;272.6
"2132 Nordanstig";"samtliga hushåll";"30-49 år";421.1;408.1
"2132 Nordanstig";"samtliga hushåll";"50-64 år";442.5;399.1
"2132 Nordanstig";"samtliga hushåll";"65+ år";259.1;203.6
"2132 Nordanstig";"samtliga hushåll";"65-79 år";287.1;238.1
"2132 Nordanstig";"samtliga hushåll";"80+ år";183.2;148.8
"2161 Ljusdal";"samtliga hushåll";"18+ år";352.5;286.7
"2161 Ljusdal";"samtliga hushåll";"18-29 år";289.0;239.6
"2161 Ljusdal";"samtliga hushåll";"30-49 år";426.4;401.0
"2161 Ljusdal";"samtliga hushåll";"50-64 år";425.2;385.1
"2161 Ljusdal";"samtliga hushåll";"65+ år";264.2;200.5
"2161 Ljusdal";"samtliga hushåll";"65-79 år";297.7;241.4
"2161 Ljusdal";"samtliga hushåll";"80+ år";192.5;149.4
"2180 Gävle";"samtliga hushåll";"18+ år";400.5;321.0
"2180 Gävle";"samtliga hushåll";"18-29 år";289.7;240.9
"2180 Gävle";"samtliga hushåll";"30-49 år";468.8;434.0
"2180 Gävle";"samtliga hushåll";"50-64 år";487.0;424.8
"2180 Gävle";"samtliga hushåll";"65+ år";304.2;225.5
"2180 Gävle";"samtliga hushåll";"65-79 år";337.3;263.9
"2180 Gävle";"samtliga hushåll";"80+ år";223.1;160.3
"2181 Sandviken";"samtliga hushåll";"18+ år";386.1;320.1
"2181 Sandviken";"samtliga hushåll";"18-29 år";293.0;249.1
"2181 Sandviken";"samtliga hushåll";"30-49 år";461.3;437.5
"2181 Sandviken";"samtliga hushåll";"50-64 år";467.0;420.2
"2181 Sandviken";"samtliga hushåll";"65+ år";287.8;231.2
"2181 Sandviken";"samtliga hushåll";"65-79 år";321.1;270.6
"2181 Sandviken";"samtliga hushåll";"80+ år";206.1;158.6
"2182 Söderhamn";"samtliga hushåll";"18+ år";358.9;293.7
"2182 Söderhamn";"samtliga hushåll";"18-29 år";285.1;240.9
"2182 Söderhamn";"samtliga hushåll";"30-49 år";428.4;409.6
"2182 Söderhamn";"samtliga hushåll";"50-64 år";439.7;395.6
"2182 Söderhamn";"samtliga hushåll";"65+ år";271.8;211.3
"2182 Söderhamn";"samtliga hushåll";"65-79 år";303.7;254.5
"2182 Söderhamn";"samtliga hushåll";"80+ år";198.2;155.2
"2183 Bollnäs";"samtliga hushåll";"18+ år";348.1;283.7
"2183 Bollnäs";"samtliga hushåll";"18-29 år";259.4;218.5
"2183 Bollnäs";"samtliga hushåll";"30-49 år";419.9;398.3
"2183 Bollnäs";"samtliga hushåll";"50-64 år";422.8;375.7
"2183 Bollnäs";"samtliga hushåll";"65+ år";263.9;200.3
"2183 Bollnäs";"samtliga hushåll";"65-79 år";297.6;244.3
"2183 Bollnäs";"samtliga hushåll";"80+ år";189.6;149.4
"2184 Hudiksvall";"samtliga hushåll";"18+ år";383.1;309.6
"2184 Hudiksvall";"samtliga hushåll";"18-29 år";290.2;242.9
"2184 Hudiksvall";"samtliga hushåll";"30-49 år";453.4;430.9
"2184 Hudiksvall";"samtliga hushåll";"50-64 år";467.3;414.6
"2184 Hudiksvall";"samtliga hushåll";"65+ år";291.8;219.1
"2184 Hudiksvall";"samtliga hushåll";"65-79 år";323.3;253.5
"2184 Hudiksvall";"samtliga hushåll";"80+ år";215.5;156.5
"2260 Ånge";"samtliga hushåll";"18+ år";345.8;282.8
"2260 Ånge";"samtliga hushåll";"18-29 år";282.2;246.5
"2260 Ånge";"samtliga hushåll";"30-49 år";417.1;398.8
"2260 Ånge";"samtliga hushåll";"50-64 år";430.9;385.7
"2260 Ånge";"samtliga hushåll";"65+ år";250.9;191.5
"2260 Ånge";"samtliga hushåll";"65-79 år";279.3;228.9
"2260 Ånge";"samtliga hushåll";"80+ år";189.9;150.2
"2262 Timrå";"samtliga hushåll";"18+ år";389.3;332.2
"2262 Timrå";"samtliga hushåll";"18-29 år";298.4;252.8
"2262 Timrå";"samtliga hushåll";"30-49 år";463.5;465.0
"2262 Timrå";"samtliga hushåll";"50-64 år";467.4;436.1
"2262 Timrå";"samtliga hushåll";"65+ år";280.2;229.7
"2262 Timrå";"samtliga hushåll";"65-79 år";312.8;272.6
"2262 Timrå";"samtliga hushåll";"80+ år";191.6;154.1
"2280 Härnösand";"samtliga hushåll";"18+ år";359.4;299.3
"2280 Härnösand";"samtliga hushåll";"18-29 år";257.6;213.1
"2280 Härnösand";"samtliga hushåll";"30-49 år";423.5;406.0
"2280 Härnösand";"samtliga hushåll";"50-64 år";433.7;391.7
"2280 Härnösand";"samtliga hushåll";"65+ år";289.9;230.9
"2280 Härnösand";"samtliga hushåll";"65-79 år";323.0;272.1
"2280 Härnösand";"samtliga hushåll";"80+ år";212.1;163.3
"2281 Sundsvall";"samtliga hushåll";"18+ år";414.0;337.8
"2281 Sundsvall";"samtliga hushåll";"18-29 år";295.0;246.4
"2281 Sundsvall";"samtliga hushåll";"30-49 år";484.2;459.3
"2281 Sundsvall";"samtliga hushåll";"50-64 år";502.9;447.2
"2281 Sundsvall";"samtliga hushåll";"65+ år";316.5;241.3
"2281 Sundsvall";"samtliga hushåll";"65-79 år";353.5;279.5
"2281 Sundsvall";"samtliga hushåll";"80+ år";226.3;165.4
"2282 Kramfors";"samtliga hushåll";"18+ år";349.0;281.2
"2282 Kramfors";"samtliga hushåll";"18-29 år";283.7;238.2
"2282 Kramfors";"samtliga hushåll";"30-49 år";416.6;399.6
"2282 Kramfors";"samtliga hushåll";"50-64 år";435.6;378.3
"2282 Kramfors";"samtliga hushåll";"65+ år";260.5;203.2
"2282 Kramfors";"samtliga hushåll";"65-79 år";286.0;242.3
"2282 Kramfors";"samtliga hushåll";"80+ år";203.5;153.1
"2283 Sollefteå";"samtliga hushåll";"18+ år";339.1;276.4
"2283 Sollefteå";"samtliga hushåll";"18-29 år";270.4;230.3
"2283 Sollefteå";"samtliga hushåll";"30-49 år";412.8;390.8
"2283 Sollefteå";"samtliga hushåll";"50-64 år";416.6;365.5
"2283 Sollefteå";"samtliga hushåll";"65+ år";250.5;194.9
"2283 Sollefteå";"samtliga hushåll";"65-79 år";279.2;232.8
"2283 Sollefteå";"samtliga hushåll";"80+ år";193.2;152.3
"2284 Örnsköldsvik";"samtliga hushåll";"18+ år";411.2;348.0
"2284 Örnsköldsvik";"samtliga hushåll";"18-29 år";314.4;274.3
"2284 Örnsköldsvik";"samtliga hushåll";"30-49 år";497.8;488.3
"2284 Örnsköldsvik";"samtliga hushåll";"50-64 år";510.9;473.9
"2284 Örnsköldsvik";"samtliga hushåll";"65+ år";292.8;236.3
"2284 Örnsköldsvik";"samtliga hushåll";"65-79 år";332.7;276.8
"2284 Örnsköldsvik";"samtliga hushåll";"80+ år";206.9;158.1
"2303 Ragunda";"samtliga hushåll";"18+ år";335.2;273.3
"2303 Ragunda";"samtliga hushåll";"18-29 år";371.3;288.5
"2303 Ragunda";"samtliga hushåll";"30-49 år";407.3;385.9
"2303 Ragunda";"samtliga hushåll";"50-64 år";413.9;360.0
"2303 Ragunda";"samtliga hushåll";"65+ år";235.9;183.1
"2303 Ragunda";"samtliga hushåll";"65-79 år";261.2;226.8
"2303 Ragunda";"samtliga hushåll";"80+ år";190.0;147.4
"2305 Bräcke";"samtliga hushåll";"18+ år";341.5;283.2
"2305 Bräcke";"samtliga hushåll";"18-29 år";275.1;238.4
"2305 Bräcke";"samtliga hushåll";"30-49 år";417.3;410.0
"2305 Bräcke";"samtliga hushåll";"50-64 år";414.9;373.6
"2305 Bräcke";"samtliga hushåll";"65+ år";253.6;193.7
"2305 Bräcke";"samtliga hushåll";"65-79 år";280.4;233.9
"2305 Bräcke";"samtliga hushåll";"80+ år";188.0;144.2
"2309 Krokom";"samtliga hushåll";"18+ år";408.5;349.4
"2309 Krokom";"samtliga hushåll";"18-29 år";313.9;249.9
"2309 Krokom";"samtliga hushåll";"30-49 år";493.1;482.9
"2309 Krokom";"samtliga hushåll";"50-64 år";491.1;443.1
"2309 Krokom";"samtliga hushåll";"65+ år";275.7;218.9
"2309 Krokom";"samtliga hushåll";"65-79 år";305.4;260.2
"2309 Krokom";"samtliga hushåll";"80+ år";194.8;148.4
"2313 Strömsund";"samtliga hushåll";"18+ år";325.4;266.1
"2313 Strömsund";"samtliga hushåll";"18-29 år";307.4;257.1
"2313 Strömsund";"samtliga hushåll";"30-49 år";405.0;382.7
"2313 Strömsund";"samtliga hushåll";"50-64 år";399.7;355.8
"2313 Strömsund";"samtliga hushåll";"65+ år";230.4;173.9
"2313 Strömsund";"samtliga hushåll";"65-79 år";258.9;211.3
"2313 Strömsund";"samtliga hushåll";"80+ år";170.7;145.6
"2321 Åre";"samtliga hushåll";"18+ år";385.1;314.6
"2321 Åre";"samtliga hushåll";"18-29 år";297.0;236.6
"2321 Åre";"samtliga hushåll";"30-49 år";450.9;407.1
"2321 Åre";"samtliga hushåll";"50-64 år";463.2;424.7
"2321 Åre";"samtliga hushåll";"65+ år";278.2;199.7
"2321 Åre";"samtliga hushåll";"65-79 år";312.7;239.7
"2321 Åre";"samtliga hushåll";"80+ år";195.9;146.4
"2326 Berg";"samtliga hushåll";"18+ år";356.9;284.6
"2326 Berg";"samtliga hushåll";"18-29 år";351.2;298.0
"2326 Berg";"samtliga hushåll";"30-49 år";418.3;400.2
"2326 Berg";"samtliga hushåll";"50-64 år";462.9;383.9
"2326 Berg";"samtliga hushåll";"65+ år";244.6;182.6
"2326 Berg";"samtliga hushåll";"65-79 år";277.4;232.7
"2326 Berg";"samtliga hushåll";"80+ år";168.8;140.0
"2361 Härjedalen";"samtliga hushåll";"18+ år";357.9;281.6
"2361 Härjedalen";"samtliga hushåll";"18-29 år";318.4;241.1
"2361 Härjedalen";"samtliga hushåll";"30-49 år";425.1;393.0
"2361 Härjedalen";"samtliga hushåll";"50-64 år";451.7;401.2
"2361 Härjedalen";"samtliga hushåll";"65+ år";262.2;197.9
"2361 Härjedalen";"samtliga hushåll";"65-79 år";300.7;247.2
"2361 Härjedalen";"samtliga hushåll";"80+ år";183.5;145.0
"2380 Östersund";"samtliga hushåll";"18+ år";386.0;304.8
"2380 Östersund";"samtliga hushåll";"18-29 år";265.0;222.0
"2380 Östersund";"samtliga hushåll";"30-49 år";452.2;412.1
"2380 Östersund";"samtliga hushåll";"50-64 år";472.2;396.4
"2380 Östersund";"samtliga hushåll";"65+ år";305.5;222.7
"2380 Östersund";"samtliga hushåll";"65-79 år";343.2;260.0
"2380 Östersund";"samtliga hushåll";"80+ år";215.6;159.4
"2401 Nordmaling";"samtliga hushåll";"18+ år";379.6;324.3
"2401 Nordmaling";"samtliga hushåll";"18-29 år";289.6;244.8
"2401 Nordmaling";"samtliga hushåll";"30-49 år";457.4;454.1
"2401 Nordmaling";"samtliga hushåll";"50-64 år";448.6;429.8
"2401 Nordmaling";"samtliga hushåll";"65+ år";292.1;233.0
"2401 Nordmaling";"samtliga hushåll";"65-79 år";310.4;264.5
"2401 Nordmaling";"samtliga hushåll";"80+ år";252.1;156.7
"2403 Bjurholm";"samtliga hushåll";"18+ år";378.1;299.8
"2403 Bjurholm";"samtliga hushåll";"18-29 år";400.8;369.8
"2403 Bjurholm";"samtliga hushåll";"30-49 år";446.1;451.5
"2403 Bjurholm";"samtliga hushåll";"50-64 år";490.4;431.9
"2403 Bjurholm";"samtliga hushåll";"65+ år";270.7;197.6
"2403 Bjurholm";"samtliga hushåll";"65-79 år";329.8;260.0
"2403 Bjurholm";"samtliga hushåll";"80+ år";181.1;147.7
"2404 Vindeln";"samtliga hushåll";"18+ år";369.7;305.2
"2404 Vindeln";"samtliga hushåll";"18-29 år";335.1;295.1
"2404 Vindeln";"samtliga hushåll";"30-49 år";452.7;444.9
"2404 Vindeln";"samtliga hushåll";"50-64 år";450.0;407.9
"2404 Vindeln";"samtliga hushåll";"65+ år";270.3;207.5
"2404 Vindeln";"samtliga hushåll";"65-79 år";311.4;252.5
"2404 Vindeln";"samtliga hushåll";"80+ år";184.5;145.5
"2409 Robertsfors";"samtliga hushåll";"18+ år";384.1;334.5
"2409 Robertsfors";"samtliga hushåll";"18-29 år";340.8;312.1
"2409 Robertsfors";"samtliga hushåll";"30-49 år";448.7;446.4
"2409 Robertsfors";"samtliga hushåll";"50-64 år";470.2;460.6
"2409 Robertsfors";"samtliga hushåll";"65+ år";278.4;219.8
"2409 Robertsfors";"samtliga hushåll";"65-79 år";321.3;267.9
"2409 Robertsfors";"samtliga hushåll";"80+ år";189.2;151.0
"2417 Norsjö";"samtliga hushåll";"18+ år";349.3;302.6
"2417 Norsjö";"samtliga hushåll";"18-29 år";317.9;265.0
"2417 Norsjö";"samtliga hushåll";"30-49 år";429.1;426.9
"2417 Norsjö";"samtliga hushåll";"50-64 år";419.9;407.4
"2417 Norsjö";"samtliga hushåll";"65+ år";251.0;195.0
"2417 Norsjö";"samtliga hushåll";"65-79 år";284.6;250.8
"2417 Norsjö";"samtliga hushåll";"80+ år";185.1;144.9
"2418 Malå";"samtliga hushåll";"18+ år";356.1;304.0
"2418 Malå";"samtliga hushåll";"18-29 år";305.2;263.7
"2418 Malå";"samtliga hushåll";"30-49 år";417.1;411.4
"2418 Malå";"samtliga hushåll";"50-64 år";454.7;461.3
"2418 Malå";"samtliga hushåll";"65+ år";253.8;194.6
"2418 Malå";"samtliga hushåll";"65-79 år";294.0;245.3
"2418 Malå";"samtliga hushåll";"80+ år";172.2;139.7
"2421 Storuman";"samtliga hushåll";"18+ år";340.5;276.8
"2421 Storuman";"samtliga hushåll";"18-29 år";265.7;211.5
"2421 Storuman";"samtliga hushåll";"30-49 år";431.3;419.9
"2421 Storuman";"samtliga hushåll";"50-64 år";429.8;411.3
"2421 Storuman";"samtliga hushåll";"65+ år";238.5;195.4
"2421 Storuman";"samtliga hushåll";"65-79 år";265.2;229.5
"2421 Storuman";"samtliga hushåll";"80+ år";183.0;150.6
"2422 Sorsele";"samtliga hushåll";"18+ år";344.9;275.7
"2422 Sorsele";"samtliga hushåll";"18-29 år";318.8;271.0
"2422 Sorsele";"samtliga hushåll";"30-49 år";442.0;442.1
"2422 Sorsele";"samtliga hushåll";"50-64 år";401.7;351.1
"2422 Sorsele";"samtliga hushåll";"65+ år";244.1;189.5
"2422 Sorsele";"samtliga hushåll";"65-79 år";267.2;217.9
"2422 Sorsele";"samtliga hushåll";"80+ år";198.6;156.0
"2425 Dorotea";"samtliga hushåll";"18+ år";327.7;261.9
"2425 Dorotea";"samtliga hushåll";"18-29 år";311.6;238.7
"2425 Dorotea";"samtliga hushåll";"30-49 år";418.9;418.2
"2425 Dorotea";"samtliga hushåll";"50-64 år";396.8;369.8
"2425 Dorotea";"samtliga hushåll";"65+ år";235.8;169.5
"2425 Dorotea";"samtliga hushåll";"65-79 år";274.4;213.8
"2425 Dorotea";"samtliga hushåll";"80+ år";173.1;141.6
"2460 Vännäs";"samtliga hushåll";"18+ år";394.8;341.5
"2460 Vännäs";"samtliga hushåll";"18-29 år";315.3;275.8
"2460 Vännäs";"samtliga hushåll";"30-49 år";463.8;469.6
"2460 Vännäs";"samtliga hushåll";"50-64 år";495.2;468.0
"2460 Vännäs";"samtliga hushåll";"65+ år";276.9;209.5
"2460 Vännäs";"samtliga hushåll";"65-79 år";315.1;256.3
"2460 Vännäs";"samtliga hushåll";"80+ år";199.4;155.8
"2462 Vilhelmina";"samtliga hushåll";"18+ år";325.8;273.0
"2462 Vilhelmina";"samtliga hushåll";"18-29 år";290.6;229.9
"2462 Vilhelmina";"samtliga hushåll";"30-49 år";404.8;402.4
"2462 Vilhelmina";"samtliga hushåll";"50-64 år";395.7;365.2
"2462 Vilhelmina";"samtliga hushåll";"65+ år";230.8;172.3
"2462 Vilhelmina";"samtliga hushåll";"65-79 år";262.0;219.2
"2462 Vilhelmina";"samtliga hushåll";"80+ år";164.1;142.3
"2463 Åsele";"samtliga hushåll";"18+ år";319.0;265.1
"2463 Åsele";"samtliga hushåll";"18-29 år";311.1;258.9
"2463 Åsele";"samtliga hushåll";"30-49 år";422.0;426.4
"2463 Åsele";"samtliga hushåll";"50-64 år";383.6;342.3
"2463 Åsele";"samtliga hushåll";"65+ år";227.2;168.0
"2463 Åsele";"samtliga hushåll";"65-79 år";259.8;221.4
"2463 Åsele";"samtliga hushåll";"80+ år";169.9;143.4
"2480 Umeå";"samtliga hushåll";"18+ år";413.9;330.1
"2480 Umeå";"samtliga hushåll";"18-29 år";254.8;207.4
"2480 Umeå";"samtliga hushåll";"30-49 år";480.8;455.4
"2480 Umeå";"samtliga hushåll";"50-64 år";539.7;481.7
"2480 Umeå";"samtliga hushåll";"65+ år";351.2;257.8
"2480 Umeå";"samtliga hushåll";"65-79 år";396.0;299.3
"2480 Umeå";"samtliga hushåll";"80+ år";238.3;168.0
"2481 Lycksele";"samtliga hushåll";"18+ år";363.6;300.1
"2481 Lycksele";"samtliga hushåll";"18-29 år";297.3;251.3
"2481 Lycksele";"samtliga hushåll";"30-49 år";435.3;439.7
"2481 Lycksele";"samtliga hushåll";"50-64 år";462.2;436.6
"2481 Lycksele";"samtliga hushåll";"65+ år";260.5;202.9
"2481 Lycksele";"samtliga hushåll";"65-79 år";291.7;247.4
"2481 Lycksele";"samtliga hushåll";"80+ år";195.9;151.1
"2482 Skellefteå";"samtliga hushåll";"18+ år";404.2;338.2
"2482 Skellefteå";"samtliga hushåll";"18-29 år";296.2;252.8
"2482 Skellefteå";"samtliga hushåll";"30-49 år";471.5;467.1
"2482 Skellefteå";"samtliga hushåll";"50-64 år";510.2;466.2
"2482 Skellefteå";"samtliga hushåll";"65+ år";299.0;233.9
"2482 Skellefteå";"samtliga hushåll";"65-79 år";336.8;274.1
"2482 Skellefteå";"samtliga hushåll";"80+ år";217.8;155.3
"2505 Arvidsjaur";"samtliga hushåll";"18+ år";348.9;283.5
"2505 Arvidsjaur";"samtliga hushåll";"18-29 år";297.0;249.9
"2505 Arvidsjaur";"samtliga hushåll";"30-49 år";453.8;443.1
"2505 Arvidsjaur";"samtliga hushåll";"50-64 år";428.4;387.5
"2505 Arvidsjaur";"samtliga hushåll";"65+ år";241.7;179.7
"2505 Arvidsjaur";"samtliga hushåll";"65-79 år";269.9;226.6
"2505 Arvidsjaur";"samtliga hushåll";"80+ år";182.8;148.4
"2506 Arjeplog";"samtliga hushåll";"18+ år";355.6;294.6
"2506 Arjeplog";"samtliga hushåll";"18-29 år";329.1;275.0
"2506 Arjeplog";"samtliga hushåll";"30-49 år";446.2;424.6
"2506 Arjeplog";"samtliga hushåll";"50-64 år";438.4;398.8
"2506 Arjeplog";"samtliga hushåll";"65+ år";239.9;184.0
"2506 Arjeplog";"samtliga hushåll";"65-79 år";272.5;211.3
"2506 Arjeplog";"samtliga hushåll";"80+ år";175.9;143.0
"2510 Jokkmokk";"samtliga hushåll";"18+ år";362.7;292.7
"2510 Jokkmokk";"samtliga hushåll";"18-29 år";328.7;273.7
"2510 Jokkmokk";"samtliga hushåll";"30-49 år";428.2;381.8
"2510 Jokkmokk";"samtliga hushåll";"50-64 år";463.8;396.7
"2510 Jokkmokk";"samtliga hushåll";"65+ år";249.7;187.5
"2510 Jokkmokk";"samtliga hushåll";"65-79 år";276.8;230.2
"2510 Jokkmokk";"samtliga hushåll";"80+ år";187.4;152.9
"2513 Överkalix";"samtliga hushåll";"18+ år";348.1;289.6
"2513 Överkalix";"samtliga hushåll";"18-29 år";345.2;279.2
"2513 Överkalix";"samtliga hushåll";"30-49 år";442.4;431.6
"2513 Överkalix";"samtliga hushåll";"50-64 år";436.9;416.8
"2513 Överkalix";"samtliga hushåll";"65+ år";246.9;185.4
"2513 Överkalix";"samtliga hushåll";"65-79 år";277.7;233.7
"2513 Överkalix";"samtliga hushåll";"80+ år";181.5;147.4
"2514 Kalix";"samtliga hushåll";"18+ år";371.6;310.8
"2514 Kalix";"samtliga hushåll";"18-29 år";313.1;270.1
"2514 Kalix";"samtliga hushåll";"30-49 år";451.1;444.7
"2514 Kalix";"samtliga hushåll";"50-64 år";453.9;421.2
"2514 Kalix";"samtliga hushåll";"65+ år";270.0;232.7
"2514 Kalix";"samtliga hushåll";"65-79 år";299.9;265.3
"2514 Kalix";"samtliga hushåll";"80+ år";201.5;162.2
"2518 Övertorneå";"samtliga hushåll";"18+ år";354.8;286.6
"2518 Övertorneå";"samtliga hushåll";"18-29 år";376.3;302.3
"2518 Övertorneå";"samtliga hushåll";"30-49 år";457.9;460.7
"2518 Övertorneå";"samtliga hushåll";"50-64 år";423.4;387.9
"2518 Övertorneå";"samtliga hushåll";"65+ år";252.4;199.4
"2518 Övertorneå";"samtliga hushåll";"65-79 år";275.4;227.5
"2518 Övertorneå";"samtliga hushåll";"80+ år";196.0;158.0
"2521 Pajala";"samtliga hushåll";"18+ år";354.5;278.3
"2521 Pajala";"samtliga hushåll";"18-29 år";394.2;337.2
"2521 Pajala";"samtliga hushåll";"30-49 år";480.7;418.7
"2521 Pajala";"samtliga hushåll";"50-64 år";427.2;365.5
"2521 Pajala";"samtliga hushåll";"65+ år";244.5;186.9
"2521 Pajala";"samtliga hushåll";"65-79 år";269.1;221.2
"2521 Pajala";"samtliga hushåll";"80+ år";185.6;141.8
"2523 Gällivare";"samtliga hushåll";"18+ år";419.3;349.1
"2523 Gällivare";"samtliga hushåll";"18-29 år";421.9;357.8
"2523 Gällivare";"samtliga hushåll";"30-49 år";508.6;472.4
"2523 Gällivare";"samtliga hushåll";"50-64 år";501.2;456.7
"2523 Gällivare";"samtliga hushåll";"65+ år";271.3;210.0
"2523 Gällivare";"samtliga hushåll";"65-79 år";297.5;251.1
"2523 Gällivare";"samtliga hushåll";"80+ år";214.1;159.3
"2560 Älvsbyn";"samtliga hushåll";"18+ år";368.4;310.5
"2560 Älvsbyn";"samtliga hushåll";"18-29 år";320.4;277.6
"2560 Älvsbyn";"samtliga hushåll";"30-49 år";446.0;435.8
"2560 Älvsbyn";"samtliga hushåll";"50-64 år";450.2;412.9
"2560 Älvsbyn";"samtliga hushåll";"65+ år";263.1;214.3
"2560 Älvsbyn";"samtliga hushåll";"65-79 år";292.2;249.0
"2560 Älvsbyn";"samtliga hushåll";"80+ år";204.1;159.5
"2580 Luleå";"samtliga hushåll";"18+ år";415.4;336.2
"2580 Luleå";"samtliga hushåll";"18-29 år";274.5;230.0
"2580 Luleå";"samtliga hushåll";"30-49 år";497.3;469.0
"2580 Luleå";"samtliga hushåll";"50-64 år";514.8;461.3
"2580 Luleå";"samtliga hushåll";"65+ år";316.9;248.8
"2580 Luleå";"samtliga hushåll";"65-79 år";349.1;282.4
"2580 Luleå";"samtliga hushåll";"80+ år";238.6;169.9
"2581 Piteå";"samtliga hushåll";"18+ år";410.5;349.6
"2581 Piteå";"samtliga hushåll";"18-29 år";298.8;257.8
"2581 Piteå";"samtliga hushåll";"30-49 år";488.8;490.9
"2581 Piteå";"samtliga hushåll";"50-64 år";512.2;473.6
"2581 Piteå";"samtliga hushåll";"65+ år";304.3;244.9
