Anlaggningsnamn;WGS84Ost;WGS84Nord;ParameterKortnamn;Varde_BehArv
SkutskÑrs Bruk;17,38985017;60,64364568;NMVOC;NULL
SÑvenÑs;12,05243456;57,73201504;Pb;NULL
Tîreboda avfallsupplag;14,09756125;58,67950602;As;0.032000000000000
èRSTA VéRMEVERK;18,03656515;59,30238622;CO2 Total;NULL
KraftvÑrmeverk, SEVAB StrÑngnÑ;17,03914673;59,35183274;NOx/NO2;NULL
KorsnÑs AB, Frîvi;15,32873919;59,47975587;Ni;NULL
STORA ENSO FORS AB;16,31527613;60,20744799;NMVOC;NULL
HÑsteskeds avfallsanlÑggning;11,67992941;58,51976218;Zn;NULL
GellerÜsens GÜrd;14,50961796;59,37382839;NH3;NULL
NÑssjî KraftvÑrmeverk;14,68257142;57,6661134;CO2 Total;NULL
GellerÜsens GÜrd;14,50961796;59,37382839;Total P;NULL
MetsÑ Board Sverige AB, Husums fabr;19,16005724;63,32792368;Cd;NULL
KorsnÑsverken;17,27333698;60,68240441;CO2 fossil fuels;NULL
GrÑfsÜsens avfallsanlÑggning;14,79172683;63,1959409;Cu;NULL
TUVAN S AVLOPPSREN VERK;21,05683775;64,72328305;Total P;NULL
Munksjî Paper AB Billingsfors;12,25602562;58,98779753;Hg;NULL
Skoghalls Bruk;13,43760246;59,31835168;CH4;NULL
Sandvalls GÜrd AB;11,93370139;58,55526808;Total N;NULL
ARV Slottshagen;16,20446103;58,60076472;Hg;NULL
PrÑsttjÑrnsbergs avfallsupplag;13,15171293;60,32046599;Cu;NULL
Uddebo avloppsreningsverk;22,216201;65,555254;Total F;NULL
LÜngedsverken;12,29712988;58,92602442;CO2 Total;NULL
OVAKO BAR AB;15,41283177;60,13636015;dioxins + furans as Teq;NULL
Flishults avfallsanlÑggning  (FA);14,99558688;57,41007758;Ni;NULL
FrillesÜs Kyckling AB;12,19554666;57,33192551;NH3;NULL
LôT  AVFALLSANLéGGNING;18,31382039;59,6354586;CH4;NULL
Borealis Krackeranl.;11,82553951;58,08324923;AOX;NULL
énglarps avfallsupplag;13,13077439;57,45936621;Zn;NULL
KlÑpp, AvfallsanlÑggning;11,84732466;58,09336611;Total Cl;NULL
GrÑfsÜsens avfallsanlÑggning;14,79172683;63,1959409;Pb;NULL
ALUFLUOR AKTIEBOLAG;12,71837475;56,00765477;Hg;NULL
Sîdra Cell VÑrî;12,17192747;57,22166666;TSP;NULL
Bîrstad 11:1;14,96430434;58,44837607;NH3;NULL
Norsaverkets avfallsfîrbrÑnnin;16,02903998;59,50315742;Cd;NULL
Sîdra Cell Mîrrum;14,76467857;56,16098092;Cr;NULL
LÜngedsverken;12,29712988;58,92602442;COD-cr;NULL
Gruvîns bruk;13,12154172;59,33826572;CO;NULL
SÑvenÑs;12,05243456;57,73201504;dioxins + furans as Teq;NULL
Munksjî Paper AB Billingsfors;12,25602562;58,98779753;Pb;NULL
DEGERMYRANS DEPON ANLéGGN;21,03443738;64,77057257;Total P;NULL
JORDBRO KRAFTVéRMEVERK;18,1315857;59,15344876;SO2;NULL
NYKVARNSVERKET;15,63079319;58,42441856;Vinyl chloride;NULL
Sundsvall Energi AB, Nackstave;17,26841087;62,38674929;TSP;NULL
HôGDALENVERKET;18,09693379;59,27574525;CO2 fossil fuels;NULL
Perstorps avloppsreningsverk;13,37115792;56,14098837;Total P;NULL
El-Yta Kem AB;14,54403526;56,2749067;Cr;NULL
Pharma;13,39046062;56,12263553;HFCs;NULL
Domsjî Fabriker AB;18,69583889;63,26929244;TOC;NULL
OVAKO Hofors AB;16,30634122;60,55353266;Hg;NULL
Expancel och Site Service;17,3641005;62,33845287;SO2;NULL
NÑssjî KraftvÑrmeverk;14,68257142;57,6661134;PM10;NULL
Ryaverket;12,92872083;57,72856093;Cu;NULL
Stena Recycling AB;12,94816373;56,63804206;BOD7;NULL
JMS Mediasystem AB;12,73763679;56,0088818;NMVOC;NULL
TMP-fabriken;13,37921543;56,12625124;CO2 biofuels;NULL
Casco Adhesives AB;14,07206714;59,31218022;Phenols;NULL
E.ON VÑrme Sverige AB, Hulinge Askdeponi;15,11497365;59,23301493;Cr;NULL
Sîdra Cell VÑrî;12,17192747;57,22166666;CO;NULL
Mossarpstippen;13,57754539;57,2851817;Total P;3.750000000000000
LundÜkrabuktens avfallsanlÑggn;12,85907018;55,86309443;Hg;NULL
Trelleborg Rubore;17,15764351;60,68182625;Cr;NULL
AB Sandvik Materials Technolog;16,80017582;60,60893315;HF;NULL
Ovako Bar AB;15,04174794;58,19387703;Pb;NULL
Gunnarsbo Kraftverk;18,16648731;60,39761005;TSP;NULL
LKAB - Kirunagruvan;20,19092749;67,84939755;NH3;NULL
Allîverket;14,14956073;56,03950444;Cu;NULL
Formalinfabriken;13,38708638;56,12488738;CO;NULL
Halla;13,18783877;58,24960395;NH3;NULL
Kubikenborg Aluminium AB;17,3637708;62,37568221;HF;NULL
Borealis Krackeranl.;11,82553951;58,08324923;Benzene;NULL
SCA Packaging Obbola AB;20,32111476;63,70115975;CO2 Total;NULL
Borealis Polyetenfabriken;11,84498507;58,07621653;TOC;NULL
KRAGSTA GèRD;18,55730485;59,78235387;Total N;NULL
SéBYVERKET;17,84897444;59,42713219;CO2 biofuels;NULL
Ragn-Sells Heljestorp AB;12,24593108;58,33426925;BOD7;NULL
VÑddika Avfallstation;18,23750184;60,19752955;Phenols;NULL
LKAB - Kirunagruvan;20,19092749;67,84939755;HF;NULL
Casco Adhesives AB;14,07206714;59,31218022;Total N;NULL
Stena Recycling AB;12,94816373;56,63804206;Ni;NULL
Outokumpu Stainless AB, Degerfors;14,43116383;59,22578868;NOx/NO2;NULL
Smurfit Kappa Kraftliner PiteÜ;21,44038572;65,31475314;CH4;NULL
Outokumpu Stainless AB, Thin Strip Nyby;16,46235518;59,4306875;Cr;NULL
SSAB Oxelîsund AB;17,12562022;58,67690172;Total N;NULL
èmotfors Bruk;12,35086201;59,75762848;Zn;NULL
E.ON VÑrmekraft Sverige AB, Halmstadsverket;12,86140708;56,65284728;NOx/NO2;NULL
CHEMIPLASTICA AB;13,39307233;56,1276728;NMVOC;NULL
Norsa avfallsanlÑggning, depon;16,03042865;59,5048785;BOD7;NULL
SOLNAVERKET;17,97284761;59,35240078;CO2 Total;NULL
Ellinge Avloppsreningsverk;13,30197072;55,82215417;Cd;NULL
Sjîlunda Avloppsreningsverk;13,04377322;55,63361497;Cr;NULL
Vallviks Bruk;17,18280888;61,18824933;Total Cl;NULL
Scana Steel  Bjîrneborg AB;14,24209915;59,24250686;Cu;NULL
Uddebo avloppsreningsverk;22,216201;65,555254;Cu;NULL
TUVAN S AVLOPPSREN VERK;21,05683775;64,72328305;Cd;NULL
NYNAS AB, Oljeraffinaderiet i NynÑshamn;17,95937255;58,91656416;CO2 fossil fuels;NULL
LKAB - Kirunagruvan;20,19092749;67,84939755;Total N;NULL
HôGDALENVERKET;18,09693379;59,27574525;NOx/NO2;NULL
Expancel och Site Service;17,3641005;62,33845287;COD-cr;NULL
NYNAS AB, Oljeraffinaderiet i NynÑshamn;17,95937255;58,91656416;COD-cr;NULL
Stena Recycling AB (Reci);12,87097744;56,65563417;Zn;NULL
VANKIVA AVFALLSANLéGGNING;13,70851028;56,1978084;PCBs;NULL
Tuddarps avfallsanlÑggning;15,03813305;58,51841974;Ni;NULL
SÑvenÑs;12,05243456;57,73201504;Cu;NULL
Backen 2:57 m fl;12,06603507;57,60030773;NOx/NO2;NULL
Lunds Hetvattencentral (LHVC);13,15602596;55,72127304;SO2;NULL
Nordic Paper Seffle AB;12,91867987;59,13901534;As;NULL
GimranÑs AB, Trollabo;13,10140741;58,04454352;Total N;NULL
Iggesund Paperboard AB, Iggesu;17,09808643;61,63863899;NMVOC;NULL
Lidkîpings avfallsupplag;13,21414287;58,48870303;Cr;3.210000000000000
Munksjî Paper AB;14,16023171;57,77354843;Cd;NULL
VÜrgÜrda Kromverk AB;12,79706388;58,02915709;CO2 biofuels;NULL
Outokumpu Stainless AB, Thin Strip Nyby;16,46235518;59,4306875;CO2 biofuels;NULL
Rottneros Bruk;13,11339419;59,79523271;CO2 fossil fuels;NULL
Munkerud avfallsupplag;13,52301891;59,85057498;Hg;NULL
KraftvÑrmeverk SCA Munksund;21,50727978;65,27175864;TSP;NULL
Norsaverkets avfallsfîrbrÑnnin;16,02903998;59,50315742;Cd;NULL
LKAB - Kirunagruvan;20,19092749;67,84939755;Zn;NULL
Billerud SkÑrblacka AB;15,89974012;58,57980097;HCl;NULL
SCA Ortviken;17,35999765;62,39352043;Hg;NULL
Bodens vÑrmeverk, BEAB;21,64867741;65,81985115;As;NULL
SSAB EMEA AB i LuleÜ;22,20601065;65,56349277;Phenols;NULL
AKALLA VéRMEVERK;17,93010129;59,41685819;CO2 fossil fuels;NULL
Norrsundets Bruk;17,13647023;60,94000224;NH4-N;NULL
Lovisagruvan AB;15,17065132;59,72297261;Cu;NULL
Ragn-Sells Heljestorp AB;12,24593108;58,33426925;Ni;NULL
BjîrksÑtra KraftvÑrmeverk;16,74874877;60,61110046;TSP;NULL
Munksjî Paper AB;14,16023171;57,77354843;BOD7;NULL
HUDDINGE MASKINCENTRAL;17,93041927;59,17979319;CO2 Total;NULL
Befesa ScanDust AB;12,83922833;55,8573875;PM10;NULL
Sjîlunda Avloppsreningsverk;13,04377322;55,63361497;Octylphenols ;NULL
Perstorp Oxo AB, Ale;12,07002699;57,91946419;CO2 biofuels;NULL
KÜvaslÜttan industrideponi;13,54333338;58,59731414;Zn;NULL
èmotfors Bruk;12,35086201;59,75762848;Zn;NULL
SCA Ortviken;17,35999765;62,39352043;N2O;NULL
VANKIVA AVFALLSANLéGGNING;13,70851028;56,1978084;CH4;NULL
BÑlinge avfallsupplag;12,58099684;57,9460542;NH4-N;6247.000000000000000
BÑckhammars Bruk;14,18117766;59,16005641;dioxins + furans as Teq;NULL
Eka Chemicals AB;12,31131176;58,30283624;Total Cl;NULL
SkebÑcks Avloppsreningsverk;15,25849397;59,27355549;Hg;NULL
Expancel och Site Service;17,3641005;62,33845287;TOC;NULL
KorsnÑs AB, Frîvi;15,32873919;59,47975587;CO;NULL
Rocklunda;16,42931098;59,02194972;NH3;NULL
Akzo Nobel Functional Chemical;11,82770364;58,08895231;NH3;NULL
LKAB - Malmbergsgruvan;20,708692;67,19643636;Total Cl;NULL
MetsÑ Board Sverige AB, Husums fabr;19,16005724;63,32792368;PM10;NULL
Ellinge Avloppsreningsverk;13,30197072;55,82215417;Cu;NULL
SKèNEMEJERIER AB;14,15428647;56,04269377;BOD7;NULL
BROMMA RENINGSVERK;17,93199014;59,33735932;Pb;NULL
Bodycote Ytbehandling AB;13,43918963;59,36776267;Cr;NULL
Cambrex Karlskoga AB;14,5281991;59,34752793;Total N;NULL
énglarps avfallsupplag;13,13077439;57,45936621;Zn;NULL
Stena Aluminium;14,1366735;56,55664997;CO2 biofuels;NULL
STYROLUTION SWEDEN AB;13,14236286;55,36955583;BOD7;NULL
Tyfts avfallsanlÑggning;11,44335786;58,74313721;Total N;NULL
Gryaab AB Ryaverket;11,89151075;57,69747682;Toluene;NULL
ôresundsverket, AVR;12,67514983;56,05161231;Cu;NULL
Tefco AB;11,99476931;57,74511972;CO2 Total;NULL
NSR ÜtervinningsanlÑggning Hîg;12,55461366;56,21966881;Pb;0.029000000000000
SÑverstaverket;16,37676535;61,34103832;CO2 biofuels;NULL
Allîverket;14,14956073;56,03950444;NH3;NULL
St1 Refinery AB;11,8795847;57,7015739;Ni;NULL
Stena Recycling AB;12,94816373;56,63804206;AOX;NULL
Bjîrnhyttans AvfallsanlÑggning;15,026481;60,13569923;Total F;168.000000000000000
VÜrgÜrda Kromverk AB;12,79706388;58,02915709;Cr;NULL
St1 Refinery AB;11,8795847;57,7015739;PM10;NULL
Beslag o Metall, AB;15,02493995;57,48497289;Total P;NULL
Smurfit Kappa Kraftliner PiteÜ;21,44038572;65,31475314;As;NULL
Norrsundets Bruk;17,13647023;60,94000224;Ni;NULL
Flishults avfallsanlÑggning  (FA);14,99558688;57,41007758;Total N;NULL
Hîrle Wire AB;14,05037197;57,25818755;Total P;NULL
Skoghalls Bruk;13,43760246;59,31835168;SOx;NULL
Miljîhantering i Jînkîping;14,2774192;57,6851248;PO4-P;5.000000000000000
Procordia Food AB Eslîv;13,31121148;55,82888291;CO2 biofuels;NULL
Outokumpu Stainless Tubular Products;16,46235518;59,4306875;Total N;NULL
LundÜkrabuktens avfallsanlÑggn;12,85907018;55,86309443;Hg;NULL
KARLSLUNDS AVFALLSANLéGGNING;16,17725396;60,17661734;Cr;0.180000000000000
VILUNDAVERKET;17,89841772;59,51434578;SO2;NULL
BillerudKorsnÑs Karlsborgs AB;23,28768535;65,79194132;HFCs;NULL
Barnamossens AFA;12,14367788;57,52359019;Pb;NULL
Tyfts avfallsanlÑggning;11,44335786;58,74313721;Cd;NULL
Oskarshamns kÑrnkraftverk;16,66965728;57,41313993;Total N;NULL
Eva o Johan Danielsson;14,241784;55,51829254;NH3;NULL
Oresund DryDocks AB;12,83319647;55,8560377;Ethyl benzene;NULL
FORMOX AB;13,3804423;56,12643707;NOx/NO2;NULL
KorsnÑs AB, Frîvi;15,32873919;59,47975587;As;NULL
Gasturbinanl., ôresundsverket;13,03973707;55,62552674;SO2;NULL
KorsnÑsverken;17,27333698;60,68240441;HFCs;NULL
Mossarpstippen;13,57754539;57,2851817;Total Cl;6750.000000000000000
LKAB - Svappavaaragruvan LeveÑniemi;21,01365888;67,64091138;TSP;NULL
SKOGSBACKA KRAFTVéRMEVERK;18,74032635;64,59178469;CO2 fossil fuels;NULL
Sîdra Cell MînsterÜs;16,55049128;57,09152546;AOX;NULL
Vattenfall Visby KraftvÑrmeverk;18,31963255;57,62416906;SO2;NULL
NSR ÜtervinningsanlÑggning Hel;12,76659981;56,07075831;Total N;31622.000000000000000
AkzoNobel Surface Chemistry AB;17,35454262;62,33314803;SO2;NULL
Nybro Energicentral;15,91474132;56,74777917;NMVOC;NULL
Cascades Djupafors AB;15,27389123;56,23658411;CO2 fossil fuels;NULL
SCA Packaging Obbola AB;20,32111476;63,70115975;NH4-N;NULL
Fagersta Stainless AB;15,78868062;60,00039866;Total N;NULL
Sandviksverket;14,83780105;56,86799798;SO2;NULL
Ronny Hammar;14,14963669;55,53782335;NH3;NULL
Borealis Krackeranl.;11,82553951;58,08324923;Ethyl benzene;NULL
SCA Munksund;21,50387968;65,27232862;SO2;NULL
éspÑng;14,063935;58,76247309;Total N;NULL
MÜnsemyrs deponi- och Ütervinning;11,50371713;58,16419369;Cu;NULL
Preemraff, Lysekil;11,42309229;58,34675159;Benzene;NULL
SKOGSBACKA KRAFTVéRMEVERK;18,74032635;64,59178469;SOx;NULL
Igelsta vÑrmeverk;17,66524499;59,17748225;Pb;NULL
KikÜs avfallupplag;12,05288227;57,64665063;Total P;NULL
Svensk OljeÜtervinning AB;16,51785839;59,59595279;Cd;NULL
BRISTAVERKET;17,8725299;59,6147392;Pb;0.000250000000000
VANKIVA AVFALLSANLéGGNING;13,70851028;56,1978084;Ni;0.970000000000000
KorsnÑs Rockhammar AB;15,44714866;59,52851749;Ni;NULL
Gryaab AB Ryaverket;11,89151075;57,69747682;Total F;NULL
AB Sandvik Materials Technolog;16,80017582;60,60893315;Total N;NULL
SkutskÑrs Bruk;17,38985017;60,64364568;Total N;NULL
Stora Enso Hylte AB;13,23513094;56,99926015;TSP;NULL
Borealis Krackeranl.;11,82553951;58,08324923;Total P;NULL
GasturbinkraftvÑrmeverket, (GTKVV);13,15542661;55,72072099;NOx/NO2;NULL
Uddebo avloppsreningsverk;22,216201;65,555254;Total P;NULL
Mondi DynÑs AB;17,72348696;62,97420348;As;NULL
Skrotfrag AB;12,00846346;57,7859742;Cd;0.009000000000000
Glassbacka Lantbruks AB;12,67622726;57,00523776;Total P;NULL
SCA Ortviken;17,35999765;62,39352043;Total N;NULL
Stena Recycling AB, Skarviksha;11,87999356;57,69532204;Ni;NULL
BillerudKorsnÑs Karlsborgs AB;23,28768535;65,79194132;PAHs;NULL
Stallbacka VÑrmeverk;12,31449089;58,30175505;CO2 fossil fuels;NULL
Renova FlÑskebo;12,15542433;57,69369057;BOD7;NULL
CRANE AB;17,82583635;59,20121542;Ni;8.300000000000000
èLIDHEMSANLéGGNINGEN;20,32398355;63,81296676;NOx/NO2;NULL
Geneta panncentral;17,59009917;59,19568509;TSP;NULL
Arctic Paper Munkedal;11,69228176;58,48034129;Ni;NULL
KikÜs avfallupplag;12,05288227;57,64665063;Ni;NULL
Bravikens Pappersbruk;16,26148773;58,63976302;NOx/NO2;NULL
Lidkîpings VÑrmeverk, Filen;13,17412981;58,50764853;TSP;NULL
Proton Finishing Markaryd AB;13,58753547;56,44645062;Organotin compounds;NULL
GRèDô MEJERI AB;16,03171608;60,2458037;NOx/NO2;NULL
Norsaverkets vÑrmecentral;16,02762973;59,50350989;TSP;NULL
Smurfit Kappa Kraftliner PiteÜ;21,44038572;65,31475314;TOC;NULL
KÑllby avloppsreningsverk;13,16190584;55,6955224;Cu;NULL
Proton Finishing Hillerstorp AB;13,89294998;57,32163374;Cr;NULL
Lidaborg, Skarstad;12,99259003;58,27743038;NH3;NULL
STORA ENSO NYMôLLA AB;14,47984532;56,04379387;NOx/NO2;NULL
Sîdra Cell VÑrî;12,17192747;57,22166666;As;NULL
CEMENTA, Degerhamn;16,40858676;56,3532868;Cu;NULL
Heleneholmsverket, (HVK);13,01181612;55,57825741;NOx/NO2;NULL
ètervinningsterminalen Eksjî;14,994207;57,66005676;Cd;NULL
Sîdra Cell MînsterÜs;16,55049128;57,09152546;Cu;NULL
Scan AB, Skara;13,42772229;58,38192239;CO2 Total;NULL
VOLVO Personvagnar AB;11,83931113;57,71427498;NMVOC;NULL
MetsÑ Board Sverige AB, Husums fabr;19,16005724;63,32792368;Cr;NULL
Myrsyralinjen;13,38018881;56,12535399;CO2 biofuels;NULL
KorsnÑs Rockhammar AB;15,44714866;59,52851749;Cu;NULL
Saab AB;15,66834059;58,4070744;Cr;NULL
JELD-WEN Sverige AB;12,94032147;56,12659198;Xylenes;NULL
Oskarshamns kÑrnkraftverk;16,66965728;57,41313993;Hg;NULL
Lerums avloppsreningsverk;12,25682963;57,76352535;Cu;NULL
Annestorp 4:1;12,71942915;58,28100407;NH3;NULL
Borealis Krackeranl.;11,82553951;58,08324923;Cu;NULL
VILLEROY & BOCH GUSTAVSBERG AB;18,38595178;59,32242677;Pb;NULL
BrogÜrdens Lantbruk;14,19965498;55,95108626;NH3;NULL
Riskullaverket;11,99909298;57,64009775;NOx/NO2;NULL
JELD-WEN Sverige AB;12,94032147;56,12659198;Ethyl benzene;NULL
ALUFLUOR AKTIEBOLAG;12,71837475;56,00765477;CO2 fossil fuels;NULL
ètervinningsterminalen Eksjî;14,994207;57,66005676;Hg;NULL
STORA ENSO NYMôLLA AB;14,47984532;56,04379387;Pb;NULL
ASSA OEM AB;16,49213368;59,37846938;Cr;NULL
SkutskÑrs Bruk;17,38985017;60,64364568;dioxins + furans as Teq;NULL
Karlskoga kraftvÑrmeverk;14,54350403;59,34484014;NH3;NULL
Ardagh Glass Limmared AB;13,35444312;57,54161551;CO2 biofuels;NULL
VÑrmeverket Anoden;13,84200641;55,44021204;CO2 biofuels;NULL
KorsnÑsverken;17,27333698;60,68240441;PM10;NULL
SéBYVERKET;17,84897444;59,42713219;TSP;NULL
VÑrmeverket i Simrishamn;14,34445914;55,54866603;CO;NULL
Munkerud avfallsupplag;13,52301891;59,85057498;Zn;NULL
Westbaltic Components Norrkîping AB;16,15105276;58,61631562;Cr;NULL
SlÑdene GÜrd;12,8866348;58,36383377;Total P;NULL
JELD-WEN Sverige AB;12,94032147;56,12659198;Xylenes;NULL
BRISTAVERKET;17,8725299;59,6147392;CO2 Total;NULL
Gryaab AB Ryaverket;11,89151075;57,69747682;Hg;NULL
Backen 2:57 m fl;12,06603507;57,60030773;CO2 biofuels;NULL
SkÜpaforsverken;12,279038;59,01807755;CO2 Total;NULL
Kristinehamns avloppsreningsv.;14,06767969;59,31212174;Cd;NULL
Gunnarsbo Kraftverk;18,16648731;60,39761005;CO2 fossil fuels;NULL
Tyfts avfallsanlÑggning;11,44335786;58,74313721;Cu;NULL
Rosenlunds KraftvÑrmeverk;11,95420833;57,70299792;SO2;NULL
SSAB EMEA AB i LuleÜ;22,20601065;65,56349277;HF;NULL
Domsjî Fabriker AB;18,69583889;63,26929244;CO2 Total;NULL
Hallstaviks kraftverk;18,59273053;60,07842967;SO2;NULL
E.ON VÑrmekraft Sverige AB, Halmstadsverket;12,86140708;56,65284728;TSP;NULL
Nilsson, Anders;12,69061241;56,91296757;NH3;NULL
ARCTIC PAPER GRYCKSBO AB;15,4793905;60,68327943;TSP;NULL
Storebergs sÑteri;12,81640479;58,47573437;Total N;NULL
SkebÑcks Avloppsreningsverk;15,25849397;59,27355549;Total F;NULL
GASTURBINANLéGGNING, BARSEBéCK;12,92621295;55,74583031;NOx/NO2;NULL
Ardagh Glass Limmared AB;13,35444312;57,54161551;NMVOC;NULL
KorsnÑsverken;17,27333698;60,68240441;SOx;NULL
FerroProtect i Gîteborg AB;12,00060913;57,74968132;NOx/NO2;NULL
GÑrstadverket;15,65452884;58,43668562;dioxins + furans as Teq;NULL
BÑckhammars Bruk;14,18117766;59,16005641;Total P;NULL
Marvikens Kraftverk;16,83169076;58,55343413;BOD7;NULL
KorsnÑs Rockhammar AB;15,44714866;59,52851749;Zn;NULL
Renova FlÑskebo;12,15542433;57,69369057;Zn;NULL
Lerums avloppsreningsverk;12,25682963;57,76352535;Zn;NULL
RôNNSKéRSVERKEN;21,26869533;64,6681067;NOx/NO2;NULL
Paulistrîms Bruk;15,51106813;57,46989675;NOx/NO2;NULL
Nybro Energicentral;15,91474132;56,74777917;TSP;NULL
Scan AB, Skara;13,42772229;58,38192239;CO2 biofuels;NULL
SKOGèS VéRMEVERK;18,13981447;59,22289831;CO2 biofuels;NULL
PiteÜ vÑrmeverk;21,44461427;65,32001991;TSP;NULL
Kisebo Lantbruk;14,11513693;58,2501128;Total P;NULL
BRISTAVERKET;17,8725299;59,6147392;TSP;NULL
BjîrksÑtra KraftvÑrmeverk;16,74874877;60,61110046;CO;NULL
AB Marsvinsholms GÜrd;13,70559934;55,46148442;NH3;NULL
CHEMIPLASTICA AB;13,39307233;56,1276728;HFCs;NULL
StÑholms GÜrd;16,07568272;59,49561032;Total N;NULL
Sunne Energi AB;13,16835244;59,84394404;SO2;NULL
Arendals Kraftstation;11,84506308;57,70007442;SO2;NULL
DEGERMYRANS DEPON ANLéGGN;21,03443738;64,77057257;Ni;NULL
VÑrmecentral Lextorp;12,28039917;58,25328478;As;NULL
FjÑrrvÑrmecentral,Israel (FCI);12,70046257;56,03436997;CO2 fossil fuels;NULL
KorsnÑs AB, Frîvi;15,32873919;59,47975587;CH4;NULL
STORA ENSO FORS AB;16,31527613;60,20744799;Total P;NULL
Bravikens Pappersbruk;16,26148773;58,63976302;Zn;NULL
HôGDALENVERKET;18,09693379;59,27574525;Pb;NULL
VÑrmeverket i Sala;16,61935026;59,92099005;TSP;NULL
Kiruna vÑrmeverk;20,25148152;67,83922729;Cd;NULL
BÑckhammars Bruk;14,18117766;59,16005641;NOx/NO2;NULL
Findus Sverige AB, Bjuv;12,94088727;56,07334865;Total P;NULL
AkzoNobel Surface Chemistry AB;17,35454262;62,33314803;Cd;NULL
ALUFLUOR AKTIEBOLAG;12,71837475;56,00765477;TSP;NULL
Gryaab AB Ryaverket;11,89151075;57,69747682;As;NULL
Elmo Sweden AB;13,11502008;57,49226909;Total P;NULL
AvfallskraftvÑrmeverket Kristinehed;12,90604991;56,69214461;NOx/NO2;NULL
SUNDBYBERGSVERKET;17,97659942;59,36984857;TSP;NULL
Proton Finishing Anderstorp AB;13,6120043;57,27195544;Zn;NULL
Minpro AB;15,20144883;59,74383516;As;NULL
Svenska Pappersbruket AB;13,14434322;56,12000027;CO2 fossil fuels;NULL
Gruvîns bruk;13,12154172;59,33826572;N2O;NULL
Sîdra Cell MînsterÜs;16,55049128;57,09152546;Pb;NULL
VÑrmeverket Vattumannen;16,49657699;59,38069014;NH4-N;15204.000000000000000
KorsnÑsverken;17,27333698;60,68240441;Total P;NULL
BOLLMORA VéRMEVERK;18,2269934;59,23926544;CO2 Total;NULL
Inlands Kartongbruk;12,11865223;58,13656376;dioxins + furans as Teq;NULL
Gasturbinanl., ôresundsverket;13,03973707;55,62552674;CO2 fossil fuels;NULL
Cementa AB Skîvdefabriken;13,82477622;58,3843717;SO2;NULL
KikÜs avfallupplag;12,05288227;57,64665063;Total P;NULL
Rottneros Bruk;13,11339419;59,79523271;Total P;NULL
Beleverket i HÑssleholm;13,79332413;56,163214;SO2;NULL
Gruvîns bruk;13,12154172;59,33826572;Ni;NULL
Outokumpu Stainless AB, Avesta;16,18031312;60,13507012;COD-cr;26900.000000000000000
VéRTAVERKET;18,10088242;59,35263441;NH3;NULL
AvfallskraftvÑrmeverket Kristinehed;12,90604991;56,69214461;Cr;NULL
Eka Chemicals AB;12,31131176;58,30283624;Total P;NULL
Saab AB;15,66834059;58,4070744;Pb;NULL
BillerudKorsnÑs Karlsborgs AB;23,28768535;65,79194132;NH3;NULL
MÜnsemyrs deponi- och Ütervinning;11,50371713;58,16419369;NH4-N;NULL
Rottneros Bruk;13,11339419;59,79523271;Hg;NULL
WIPRO (F D HYDRAUTO AB);21,02915933;64,74332947;Total P;NULL
Cascades Djupafors AB;15,27389123;56,23658411;SOx;NULL
SALMUNGE AVFALLSUPPLAG;18,44996764;59,73519912;Pb;NULL
Stallbacka VÑrmeverk;12,31449089;58,30175505;CO;NULL
HALLSTA PAPPERSBRUK;18,59402113;60,06178787;Ni;NULL
SCANIA SôDERTéLJE;17,64362409;59,16575797;Toluene;NULL
Lunneberg;13,27304104;58,47353311;Total P;NULL
SCA Packaging Obbola AB;20,32111476;63,70115975;NOx/NO2;NULL
Bodycote Ytbehandling AB;11,94108001;57,65765905;Organotin compounds;0.100000000000000
Munksjî Paper AB Billingsfors;12,25602562;58,98779753;NMVOC;NULL
Borealis Krackeranl.;11,82553951;58,08324923;Toluene;NULL
Pentafabriken;13,38064526;56,12627934;HFCs;NULL
Scan AB Linkîping;15,60837088;58,42495151;Total P;3853.000000000000000
Johannes KraftvÑrmeverk;17,13546126;60,63653998;CO;NULL
Flishults avfallsanlÑggning  (FA);14,99558688;57,41007758;Benzene;NULL
Gryaab AB Ryaverket;11,89151075;57,69747682;Hg;NULL
Svedjans avr;21,671962;65,800464;BOD7;NULL
VANKIVA AVFALLSANLéGGNING;13,70851028;56,1978084;PAHs;NULL
Holmby avfallsupplag;13,10617468;59,86244053;Zn;NULL
SkutskÑrs Bruk;17,38985017;60,64364568;Pb;NULL
Lahalls kraftverk;12,17291127;57,2332165;CO2 biofuels;NULL
SCA Hygiene Products AB;14,15971143;57,77390088;BOD7;NULL
Johannes KraftvÑrmeverk;17,13546126;60,63653998;Ni;NULL
Gryaab AB Ryaverket;11,89151075;57,69747682;NP/NPEs;NULL
Munksjî Aspa Bruk AB;14,80505683;58,75428566;Pb;NULL
Gelita Sweden AB;13,15184676;56,20830196;Total P;NULL
Kiruna vÑrmeverk;20,25148152;67,83922729;Cd;NULL
GimranÑs AB, Hermanstorp;13,04540887;55,42500289;Total N;NULL
MÜ AvfallsanlÑggning;18,77261747;63,3006636;Total Cl;14643.000000000000000
KÑllstad 1:8;14,77460237;58,37606024;NH3;NULL
CEMENTA, Degerhamn;16,40858676;56,3532868;Pb;NULL
Stena Recycling AB, Skarviksha;11,87999356;57,69532204;Cd;NULL
KorsnÑsverken;17,27333698;60,68240441;HCl;NULL
